crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description 
88616,EES 214,EARTH SCI DATA ANALYSIS,Fall 2019,4.0,Open,MW,1525,1640,GRGEN,109,No Cap,OLUGBOJI T,NULL,"A course on modern methods for estimating models, and their uncertainty, from observational data in the Earth sciences. The course emphasizes concepts in parameter estimation, time series analysis, and statistics, using matrix inverse methods. Problem sets and weekly computer exercises provide theoretical foundations and adequate practice needed for proficiency in data analysis"
25171,EES 251,INTRO TO GEOGRAPHIC INFO SYS,Fall 2019,4.0,Open,TR,1525,1640,RETT,201,16,TINKER B,NULL,"This course combines hands-on weekly labs and take home assignments to introduce students to Geographic Information Systems (GIS) tools and concepts. Using both commercial (ArcGIS) and open source software (QGIS, OpenLayers,etc), we will cover: GIS data structures, collecting and creating GIS data, map-making, exploring spatial patterns and data visualization. Topics will be framed using examples across disciplines (e.g. physical sciences, humanities and social sciences)."
88597,EES 253,GEODYNAMICS,Fall 2019,4.0,Open,TR,940,1055,HUTCH,205,15,NAKAJIMA M,NULL,"This course offers a fundamental understanding of geodynamics processes on and in Earth and terrestrial bodies.We will learn essential physical backgrounds and observational constraints to understand the past and current status of Earth and planets. The materials we will cover in class include (not limited to) plate tectonics, stress, strain, elasticity, heat transfer, gravity, fluid dynamics, mantle convection, and rheology. We will perform numerical exercises and basic coding skills are highly recommended."
25185,EES 255,PLANETARY SCIENCE: GEOLOGIC EVOLUTION,Fall 2019,4.0,Open,MWF,900,950,HYLAN,306,20,TARDUNO J,EES 101 or 201 strongly recommended.,"This course will focus on geologic and geophysical studies of planets (interiors and surfaces), and the conditions that led to the origin of life. We will start with initial conditions, defined here as the formation of Earth and the Moon-forming event, and trace development of the planet from cooling of the magma ocean onwards. We next consider how our planetary neighbors (Venus and Mars) evolved, as well as key satellites in the solar system that may harbor life, or provide insight into early conditions on Earth."
25192,EES 255W,PLANETARY SCIENCE: GEOLOGIC EVOLUTION,Fall 2019,4.0,Open,MWF,900,950,HYLAN,306,20,TARDUNO J,EES 101 or 201 strongly recommended.,"This course will focus on geologic and geophysical studies of planets (interiors and surfaces), and the conditions that led to the origin of life. We will start with initial conditions, defined here as the formation of Earth and the Moon-forming event, and trace development of the planet from cooling of the magma ocean onwards. We next consider how our planetary neighbors (Venus and Mars) evolved, as well as key satellites in the solar system that may harbor life, or provide insight into early conditions on Earth."
87538,EES 263,INTRO THERMODYNAMICS & KINETICS,Fall 2019,4.0,Open,MW,1025,1140,HUTCH,205,20,TRAIL D,NULL,"The goal of this course is to provide an overview of the equilibrium and kinetic processes that govern the elemental and isotopic composition of rocks and minerals.  The course will be divided into two broadly equal components.  In the first part, the fundamentals of thermodynamics, phase diagrams, and selected examples in earth systems will be explored.  The second half of the course is devoted to understanding the non-equilibrium case for earth materials; diffusion in minerals and melts is emphasized.  Students are expected to have a general knowledge of mineralogy, petrology, and very basic thermodynamics prior to taking this course."
87552,EES 265W,PALEOCLIMATE,Fall 2019,4.0,Open,TR,1400,1515,LATT,413,20,PETRENKO V,"EES 101 or 103 (or equivalent), MTH 161-162 or equivalent, CHM 131 or equivalent","The Earth's climate is changing in a potentially fundamental way because of human activity. In this course we will look into Earth's climate history in order to gain a better understanding of how the climate system works and what we can expect from Earth's climate in the future. During its history, the Earth has gone through periods that were much warmer as well as periods that were much colder than today. By examining the geological record of the environmental conditions, we can gain insights into how key parameters such as greenhouse gas concentrations, insolation and postions of the continents influence the climate system. The students will also learn how different paleoclimate indicators work and practice working with paleoclimate data"
25229,EES 299,FIELD GEOLOGY,Fall 2019,2.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"This course covers the essential geologic and geophysical approaches to field stratigraphy, mapping, and structural interpretation. The coursework is based on observations made during a substantial field excursion (usually six weeks long). Additional credit may be earned by laboratory analysis of samples collected during the field excursion."
25230,EES 310,SCIENCE & SUSTAINABILITY,Fall 2019,4.0,Open,M,1525,1805,LATT,210,25,BORRELLI C,NULL,"The goal of this course is to acquaint students with a range of topics in the natural and social sciences that relate to environmental change. Students will attend weekly lectures in the Sustainability Speakers Series, to be given by faculty from around the University of Rochester and neighboring institutions. In addition to attending lectures, students will read material relevant to each week's lecture topics, and will participate in discussions that will follow the lectures. Grading will be based on attendance and active participation in lectures and discussions, as well as periodic written assignments.Clusters:Science and Sustainability (N1SUS001)Sustainability and the Humanities (H1SUS001)"
25248,EES 310W,SCIENCE & SUSTAINABILITY,Fall 2019,4.0,Open,M,1525,1805,LATT,210,25,BORRELLI C,NULL,"The goal of this course is to acquaint students with a range of topics in the natural and social sciences that relate to environmental change. Students will attend weekly lectures in the Sustainability Speakers Series, to be given by faculty from around the University of Rochester and neighboring institutions. In addition to attending lectures, students will read material relevant to each week's lecture topics, and will participate in discussions that will follow the lectures. Grading will be based on attendance and active participation in lectures and discussions, as well as periodic written assignments.Clusters:Science and Sustainability (N1SUS001)Sustainability and the Humanities (H1SUS001)"
25281,EES 391,INDEPENDENT STUDY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Students must have permission.  Interested students should meet with their advisor regarding course content.
25316,EES 391W,INDEPENDENT STUDY IN EARTH AND ENVIRONMENTAL SCIENCES-UPPER LEVEL WRITING REQUIREMENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Permission of instructor required.See EES 391 and EES Departmental Writing Plan.  This section fulfills the upper level writing requirement.
25352,EES 394,INTERNSHIP IN EARTH AND ENVIRONMENTAL SCIENCES,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Students should contact their major advisor for details. Closure course for Environmental Studies majors (ESP) and Environmental Science majors (EVS)
25374,EES 395,INDEPENDENT RESEARCH,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25411,EES 412,CLIM CHNG PERS CHEM. OCEAN.,Fall 2019,4.0,Open,TR,1230,1345,HYLAN,201,35,KESSLER J,CHM 131 and MTH 161,"Most introductory courses to chemical oceanography cover a variety of topics that are only related because they are under the broad umbrella of chemical oceanography. Some of these topics include the carbon dioxide and inorganic carbon chemistry, salinity, marine nutrients, dissolved gases and organic constituents.  Similarly, most discussions of climate change and chemical oceanography only touch on ocean acidification. This course seeks to provide the same broad prospective to conventional chemical oceanography courses but will interweave the unifying theme of climate change into these numerous and diverse topics."
88627,EES 414,EARTH SCI DATA ANALYSIS,Fall 2019,4.0,Open,MW,1525,1640,GRGEN,109,No Cap,OLUGBOJI T,NULL,"A course on modern methods for estimating models, and their uncertainty, from observational data in the Earth sciences. The course emphasizes concepts in parameter estimation, time series analysis, and statistics, using matrix inverse methods. Problem sets and weekly computer exercises provide theoretical foundations and adequate practice needed for proficiency in data analysis"
88601,EES 453,GEODYNAMICS,Fall 2019,4.0,Open,TR,940,1055,HUTCH,205,15,NAKAJIMA M,NULL,"This course offers a fundamental understanding of geodynamics processes on and in Earth and terrestrial bodies.We will learn essential physical backgrounds and observational constraints to understand the past and current status of Earth and planets. The materials we will cover in class include (not limited to) plate tectonics, stress, strain, elasticity, heat transfer, gravity, fluid dynamics, mantle convection, and rheology. We will perform numerical exercises and basic coding skills are highly recommended."
25433,EES 455,PLANETARY SCIENCE: GEOLOGIC EVOLUTION,Fall 2019,4.0,Open,MWF,900,950,HYLAN,306,20,TARDUNO J,EES 101 or 201 strongly recommended.,"This course will focus on geologic and geophysical studies of planets (interiors and surfaces), and the conditions that led to the origin of life. We will start with initial conditions, defined here as the formation of Earth and the Moon-forming event, and trace development of the planet from cooling of the magma ocean onwards. We next consider how our planetary neighbors (Venus and Mars) evolved, as well as key satellites in the solar system that may harbor life, or provide insight into early conditions on Earth."
87540,EES 463,INTRO THERMODYNAMICS & KINETICS,Fall 2019,4.0,Open,MW,1025,1140,HUTCH,205,20,TRAIL D,NULL,"The goal of this course is to provide an overview of the equilibrium and kinetic processes that govern the elemental and isotopic composition of rocks and minerals.  The course will be divided into two broadly equal components.  In the first part, the fundamentals of thermodynamics, phase diagrams, and selected examples in earth systems will be explored.  The second half of the course is devoted to understanding the non-equilibrium case for earth materials; diffusion in minerals and melts is emphasized.  Students are expected to have a general knowledge of mineralogy, petrology, and very basic thermodynamics prior to taking this course."
87569,EES 465,PALEOCLIMATE,Fall 2019,4.0,Open,TR,1400,1515,LATT,413,20,PETRENKO V,"EES 101 or 103 (or equivalent), MTH 161-162 or equivalent, CHM 131 or equivalent","The Earth's climate is changing in a potentially fundamental way because of human activity. In this course we will look into Earth's climate history in order to gain a better understanding of how the climate system works and what we can expect from Earth's climate in the future. During its history, the Earth has gone through periods that were much warmer as well as periods that were much colder than today. By examining the geological record of the environmental conditions, we can gain insights into how key parameters such as greenhouse gas concentrations, insolation and postions of the continents influence the climate system. The students will also learn how different paleoclimate indicators work and practice working with paleoclimate data"
25466,EES 490,SUPERVISED COLLEGE TEACHING,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25507,EES 491,MASTER'S READINGS IN GEOLOGY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25515,EES 493,MASTER'S ESSAY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25521,EES 495,MASTER'S RESEARCH IN GEOLOGY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25542,EES 499,RESEARCH FRONTIERS IN EARTH SCIENCES,Fall 2019,1.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25550,EES 591,PHD READINGS IN GEOLOGY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25568,EES 594,PHD RESEARCH INTERNSHIP,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25573,EES 595,PHD RESEARCH IN GEOLOGY,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25634,EES 595A,PHD RESEARCH IN ABSENTIA,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25643,EES 595B,PHD RSRCH IN ABSENTIA ABROAD,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25651,EES 895,CONT OF MASTER'S ENROLLMENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25665,EES 897,MASTERS DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25678,EES 899,MASTER'S DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25680,EES 985,LEAVE OF ABSENCE,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25699,EES 986V,FULL TIME VISITING STUDENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25708,EES 995,CONT OF DOCTORAL ENROLLMENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25713,EES 997,DOCTORAL DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25724,EES 999,DOCTORAL DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25786,EHU 103,MORAL PROBLEMS,Fall 2019,4.0,Open,TR,940,1055,MOREY,321,70,FITZPATRICK W,NULL,"An introduction to moral philosophy as applied to current topics. Some questions to be explored: Is torture morally permissible in the fight against terrorism? Is it okay to destroy embryos for stem cell research? Can abortion sometimes be justified? How? Is active euthanasia ever permissible? Is capital punishment justifiable in principle? In practice? How far does our moral duty to aid distant strangers extend? What sorts of political and socioeconomic principles are morally justifiable? Do animals have moral rights? How should we understand the meaning and value of life and death? We will also explore related general questions: Is it always possible for a good enough end to justify bad means? What is the relation, if any, between morality and religion? Are there objective facts about right or wrong, or is morality ultimately subjective or relative to cultures or times? Are there situations in which every available action is wrong?"
90184,EHU 213,"Politics of Nature: Gender, Race, and the Environment",Fall 2019,4.0,Open,W,1400,1640,LATT,540,15,BAKHMETYEVA T,NULL,"This course explores the relationship between the environment and social inequality, focusing specifically on issues of gender, race, and class. Is there a connection between sexism, racism, class exploitation, and environmental destruction? Using intersectional feminist analysis, we will investigate the historical roots of modern dualist constructions that juxtapose humans and the environment, men and women, creating an anthropocentric, racialized, and gendered framework that produces and maintains social inequalities and a destructive attitude toward the environment. Topics may include the following: historical ideas about nature and environment; eco-imperialism; eco-feminism; climate change and its connection to issues of race, gender, and class; justice and sustainability; poverty and natural resources; food justice; natural disasters (such as Hurricane Katrina) and their context, and others. The course features an optional three-day excursion to the Adirondack High Peaks Wilderness."
86419,EHU 226,CULTURE AND CONSUMPTION,Fall 2019,4.0,Open,TR,1400,1515,LCHAS,103,25,FOSTER R,ANT 101 helpful,This course explores anthropological approaches to the study of mass consumption and material culture. Specific topics for investigation will include: possessions and personhood; the history of modern consumerism in the West; and the globalization of markets. The course will address these and other topics through case studies of everyday items of food and drink. Students will be required to develop and present a brief research project; students registered for ANT 226 will be asked to do projects on food-related issues. Projects may make use of ethnographic and/or historical methods and/or primary research materials
90091,EHU 255,ADVANCED VIDEO ART: LANDSCAPE,Fall 2019,4.0,Open,MW,900,1140,SAGE,BLDG,15,ADAMS C,NULL,"This course explores video art processes with an emphasis on landscape, environments, climate change, immigration and migration, global economies, environmental justice, food studies, apocalypse, the Anthropocene, perception of nature, social justice, experimental practices, and emerging technologies. Students will consider time-based objects and sound from eco-artistic perspectives questioning and interrupting conventional narrative forms while embracing innovative techniques to generate new and unexpected results. Projects will involve installation, single channel, sound, and networked based approaches. Works will be examined within a critical environmental arts framework through readings, critiques, viewings and critical discussions. Permission of instructor. $50 studio fee."
86624,EHU 268,Food Media and Literature,Fall 2019,4.0,Open,MW,1230,1345,LCHAS,143,15,NADIR L,NULL,"This course studies how our eating practices are shaped by industrial, political, and ecological processes. To understand the politics, economics, and history of what appears on our plates, we cover topics such as biotechnology, food-preservation, chemicals and fertilizers, fast food, processed food, genetically modified organisms, obesity, superbugs, and the organic, local, vegetarian, slow-food, and food justice movements—primarily from the perspective of artistic, literary, and cultural texts."
90115,EHU 303,SR SMR: ECOLGY/TECH/LNDSCAPE,Fall 2019,4.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89740,EHU 333,TRANSPARENCY & METAMORPHOSIS,Fall 2019,4.0,Open,W,1650,1930,MOREY,524,No Cap,LIU L,NULL,"This course explores the art and politics of transparency and metamorphosis as well as their relationship. Discussions will take various standpoints, from new materialisms, ecology, optics, rhetoric and literary criticism, visual culture, to architecture and the built environment. It aims to take into consideration the broader, physical and sociopolitical environments in which art objects come into being and transform the realities around them and beyond. While this course offers a set of thinking tools, it will also deal with some case studies of specific material objects, including a material history of glass, Chinese ceramics in the global circuits, poetics of the screen and the window. The goal of the course will lead us to confront both the obvious and the obscure in shaping discourses of artifacts and the reception of them."
86631,EHU 340,Environmental Apocalypse and Anthropocene,Fall 2019,4.0,Open,MW,1525,1640,LCHAS,161,15,NADIR L,NULL,"Are we experiencing the end of the world? Popular culture and the media cycle broadcast endless news of developments suggesting the end of human civilization: infertility crises, weather disasters, GMO monsters, class warfare, mass extinction, and infectious diseases, even zombies. This course investigates representations of environmental apocalypse and the new geological era of the Anthropocene in order to understand the cultural politics and history of anxiety about end-times and the meaning of nature, planet, and ecology in our lives. We will read fiction by Cormac McCarthy​, Octavia Butler, and Indra Sinha; screen the films Mad Max: Fury Road, 28 Days Later, World War Z, and Snowpiercer; examine Arcade Fire’s album The Suburbs; and study indigenous survivance poetry and recent environmental theory. The course includes a daylong workshop at the Skä•noñh Great Law of Peace Center in Syracuse, NY."
25905,ELP 403,GENERAL ENGLISH,Fall 2019,0.0,Open,TR,1700,1815,CTOWN,102,NULL,YANG Y,NULL,NULL
25918,ELP 404,LEARNING&SPEAKING ABOUT U.S.,Fall 2019,0.0,Open,W,1700,1800,DOUG,305,NULL,HAN Y,NULL,NULL
25920,ELP 404,LEARNING&SPEAKING ABOUT U.S.,Fall 2019,0.0,Open,F,1300,1400,DOUG,305,NULL,HE F,NULL,NULL
25936,ELP 404,LEARNING&SPEAKING ABOUT U.S.,Fall 2019,0.0,Open,S,1400,1500,DOUG,305,NULL,HE F,NULL,NULL
25947,ELP 404,LEARNING&SPEAKING ABOUT U.S.,Fall 2019,0.0,Open,T,1100,1200,DOUG,305,NULL,HE F,NULL,NULL
25963,ENG 100,"Great Books: World Lit, Gilgamesh to Don Quixote",Fall 2019,4.0,Open,MW,1400,1515,MEL,224,NULL,HAHN T,NULL,NULL
86371,ENG 100,GREAT BOOKS AFRICAN LIT,Fall 2019,4.0,Open,MW,1025,1140,HYLAN,101,NULL,OMELSKY M,NULL,"We live in a time when migrations seem to dominate world news. People escaping collapsing societies, searching for better lives. This course will chart the hopes, fears, and aspirations of those who leave- from African perspectives. We'll read a range of fiction and poetry from across the continent, from canonical writers like Chinua Achebe and Tayeb Salih to some of the acclaimed new voices of our century. We'll study literature that imagines new life in the metropolises of Johannesburg and Lagos, as well as more far flung cities like Detroit, London, and Barcelona. We'll ask what distinguishes diaspora from exile, how a former life can follow a person to new places. We'll read about perilous Mediterranean crossings, LGBTQ persecution, undocumented life in America, and children dreaming of distant lands. Our study of migrant literatures will even take us to other worlds, reading Nnedi Okorafor's interstellar science fiction as a speculative extension of the more historically based works"
25972,ENG 101,MAXIMUM ENGLISH,Fall 2019,4.0,Open,TR,1230,1345,LCHAS,160,NULL,EAVES M,NULL,"""English"" is a little word for lots of things. Is it literature you want today, or creative writing? film? theater? journalism? debate? Maximum ""English"" introduces you to all these areas and to our unique resources for studying and enjoying them—the full range of English here at UR. So you'll learn the fundamentals of reading and viewing from the department's own creative writers, its literary and film critics and historians, and its theater directors. You'll enlarge the experience of reading literature and criticism by listening to writers read their own original work and then discussing it with them. You'll experience plays not only as written scripts but as living theatrical events by attending performances and talking to actors, directors, and designers about what they do to bring a play to the stage. You'll encounter works in different media, from the live human voice to printed books, from the stage to film and multimedia digital texts. Maximum English will launch you into real English—newly expanded."
25989,ENG 112,CLASSICAL & SCRIPTURAL BACK,Fall 2019,4.0,Open,TR,1105,1220,LCHAS,163,No Cap,ROZENSKI S,NULL,"Homer, Virgil, and Ovid. Greek tragedy and comedy: Aeschylus, Sophocles, Euripides, and Aristophanes. The Hebrew Bible -- Abraham and Isaac, Moses and Pharaoh, Esther and Judith -- and Christianity's New Testament. The two great traditions studied in this introductory course -- classical and Biblical -- have been pondered by generations of writers and artists for thousands of years. A great deal of literary history is the story of intricately rewriting and adapting the core texts of these traditions; it has been said that the European philosophical tradition is a series of footnotes to Plato. While doing justice to any one of these authors or traditions in a single semester would be a challenge, the goal of this class is to read as much as possible of the classical and scriptural tradition in the short time we have, giving you a solid introduction to some of the key stories and ideas that have generated so much thought, conflict, and human creativity over the past two dozen centuries. First-years welcome!"
25991,ENG 113,BRITISH LITERATURE I,Fall 2019,4.0,Open,MW,1230,1345,MOREY,501,NULL,MANNHEIMER K,NULL,"This course immerses students in the most challenging, influential, and engaging writings from the earlier periods of English literature. Our aim will be to enjoy and understand these writings in themselves, and then to see their relation to each other and to their larger historical context. Students should leave the course with some real affection for particular writings, and some assured sense of the contours and highlights of cultural history. Our emphasis will be on the careful appreciation of language and texture in representative texts and authors (including Chaucer, Spenser, Shakespeare, Donne, Jonson, Milton, Dryden, Swift, Pope and their contemporaries). Class will proceed by lecture and discussion."
26009,ENG 117,INTRODUCTION TO THE ART OF FILM,Fall 2019,4.0,Open,TR,1105,1220,MOREY,321,80,MIDDLETON J,NULL,"As an introduction to the art of film, this course will present the concepts of film form, film aesthetics, and film style, while remaining attentive to the various ways in which cinema also involves an interaction with audiences and larger social structures."
87964,ENG 119,COMIC BOOK ADAPTATIONS,Fall 2019,4.0,Open,TR,1525,1640,MOREY,501,NULL,NULL,NULL,NULL
26014,ENG 121,CREATIVE WRITING:FICTION,Fall 2019,4.0,Open,M,1025,1305,MOREY,403,NULL,HANSEN D,NULL,"This class is a writing workshop, where students share their own fiction and participate in group critique. We will read and discuss stories from the nineteenth, twentieth, and twenty-first centuries by writers of many backgrounds and dispositions, including James Joyce, Isak Dinesen, Edward P. Jones, Ha Jin, Joy Williams, W. G. Sebald, Gabriel García Márquez, Laura (Riding) Jackson, Chinua Achebe, and Franz Kafka. Students will have the chance to experiment with different styles and structures as they learn about literary invention. We'll consider techniques for shaping fictional characters, the management of point of view, the possibilities of narrative design, the role of setting and description, and the process of revision. Please contact David Hansen at dhansen9@esm.rochester.edu"
87417,ENG 121,CREATIVE WRITING FICTION,Fall 2019,4.0,Open,R,1400,1640,MOREY,403,NULL,HANSEN D,NULL,"This class is a writing workshop, where students share their own fiction and participate in group critique. We will read and discuss stories from the nineteenth, twentieth, and twenty-first centuries by writers of many backgrounds and dispositions, including James Joyce, Isak Dinesen, Edward P. Jones, Ha Jin, Joy Williams, W. G. Sebald, Gabriel García Márquez, Laura (Riding) Jackson, Chinua Achebe, and Franz Kafka. Students will have the chance to experiment with different styles and structures as they learn about literary invention. We'll consider techniques for shaping fictional characters, the management of point of view, the possibilities of narrative design, the role of setting and description, and the process of revision. Please contact David Hansen at dhansen9@esm.rochester.edu"
26023,ENG 122,CREATIVE WRITING: POETRY,Fall 2019,4.0,Open,W,1025,1305,MOREY,403,NULL,BALMAIN M,NULL,"An introductory course in the art of writing poetry. In addition to reading and writing poems, students will learn about various essential elements of craft such as image, metaphor, line, syntax, rhyme, and meter. The course will be conducted in a workshop format and instructor permission is required. To apply, email the instructor 3-5 poems or a small prose piece (fiction or creative nonfiction)."
26037,ENG 123,PLAYWRITING: F19,Fall 2019,4.0,Open,M,1230,1515,TODD,202F,NULL,NULL,NULL,"Not unlike the essay or laboratory experiment, a play is a tool that allows the curious mind to develop, test, and rethink ideas, and to grapple with significant issues (both public and private) in live, three-dimensional space. Playwriting introduces the beginning writer interested in exploring the discipline of live performance (and the seasoned writer wishing to develop his/her craft) to the exciting world of writing for the stage. Each semester, students in this course get the chance to study with a different, award-winning guest playwright. In so doing, they get to experience instruction and guidance under the tutelage of some of the most exciting voices working professionally in the American theatre."
26046,ENG 131,REPORTING & WRITING THE NEWS,Fall 2019,4.0,Open,TR,1525,1640,GRGEN,109,NULL,MEMMOTT J,NULL,"Reporting and Writing the News introduces the student to journalistic writing and reporting. Through a variety of classroom exercises and through out-of-class reporting, students learn to prepare accurate and balanced news stories. Assignments progress from single-source interviewing to news profiles, speech-and-meeting coverage, and feature stories. Additional experience is gained through rewriting assignments, as directed by editing comment. Attention is also paid to First Amendment issues such as libel, as well as to the challenges and opportunities presented by new media. Applicable English Cluster: Language, Media, and Communication [H1ENG016]"
26058,ENG 131,REPORTING & WRITING THE NEWS,Fall 2019,4.0,Open,TR,1400,1515,MEL,221,NULL,MEMMOTT J,NULL,"Reporting and Writing the News introduces the student to journalistic writing and reporting. Through a variety of classroom exercises and through out-of-class reporting, students learn to prepare accurate and balanced news stories. Assignments progress from single-source interviewing to news profiles, speech-and-meeting coverage, and feature stories. Additional experience is gained through rewriting assignments, as directed by editing comment. Attention is also paid to First Amendment issues such as libel, as well as to the challenges and opportunities presented by new media. Applicable English Cluster: Language, Media, and Communication [H1ENG016]"
26071,ENG 134,PUBLIC SPEAKING,Fall 2019,4.0,Open,TR,940,1055,LCHAS,103,NULL,SMITH C,NULL,"Basic public speaking is the focus. Emphasis is placed on researching speeches, using appropriate language and delivery, and listening critically to oral presentations. ENG 134 contains two quizzes, a final exam, and four speeches to be given by the student. The speeches include a tribute, persuasive, explanatory, and problem-solving address. Material also features video and inaugural addresses of past U.S. presidents. The course utilizes instructor Curt Smith’s experience as a former White House presidential speechwriter and as a Smithsonian Institution series host. Applicable English Cluster: Media, Culture, and Communication [H1ENG016]"
26085,ENG 135,INTRODUCTION TO DEBATE,Fall 2019,4.0,Open,R,1400,1640,LCHAS,182,NULL,FLETCHER F,NULL,"The purpose of this course is to give students an appreciation for and knowledge of critical thinking and reasoned decision-making through argumentation. Students will research both sides of a topic, write argument briefs, and participate in formal and informal debates. Students will also be exposed to the major paradigms used in judging debates. Applicable English Cluster: Media, Culture, and Communication [H1ENG016]"
26092,ENG 135,INTRODUCTION TO DEBATE,Fall 2019,4.0,Open,T,1400,1640,LCHAS,160,NULL,FLETCHER F,NULL,"The purpose of this course is to give students an appreciation for and knowledge of critical thinking and reasoned decision-making through argumentation. Students will research both sides of a topic, write argument briefs, and participate in formal and informal debates. Students will also be exposed to the major paradigms used in judging debates. Applicable English Cluster: Media, Culture, and Communication [H1ENG016]"
26106,ENG 154,INTRO TO DESIGN FOR STAGE,Fall 2019,2.0,Open,M,1150,1345,TODD,107,NULL,REISER S,NULL,"Space and how it is conceived and explored is fundamental to the telling of stories—onstage and elsewhere.  This introductory course aims at giving students skills to create, translate and communicate a visual design/environment for performance. The class will focus on design fundamentals, materials, research and visual storytelling through class discussion, script analysis and practical work. Students will read a play, devise a concept for that play, research possible environments, and begin to produce drawings and other visual ideas for their design. Student's work will be presented and discussed in each class."
26119,ENG 161,INTRODUCTION TO VIDEO ART,Fall 2019,4.0,Open,TR,1650,1930,SAGE,BLDG,15,ASHENFELDER S,NULL,"This course introduces the basic aesthetic and technical elements of video production. Emphasis is on the creative use and understanding of the video medium while learning to use the video camera, video editing processes and the fundamental procedures of planning video projects. Strategies for the use of video as an art-making tool will be explored. Works by artists and directors critically exploring media of film and video will be viewed and discussed. Video techniques will be studied through screenings, group discussions, readings, practice sessions and presentations of original video projects made during the course. Sophomores and Juniors with officially declared FMS and SA majors juniors are given priority registration; followed by sophomores and juniors with officially declared FMS and SA minors. Studio arts supplies fee: $50. To be added to the rolling waiting list, please contact Juliet Carello at juliet.carello@rochester.edu"
26122,ENG 164,IMPROVISATION,Fall 2019,4.0,Open,R,1525,1805,TODD,107,NULL,MACK M,NULL,"This course allows students to move progressively toward a stronger understanding of long form improvisation acting theory and skills related to listening, supporting others, heightening, and taking risks.  By the end of this course students will be able to work within a cast to create full length, fully improvised plays that incorporate spontaneous monologues and scenes with recurring characters and themes.  Performers will develop skills that enable them to write, direct, edit, and act in pieces that are made up on the spot using a single audience suggestion.  Particular focus will paid to the format known as Harold.  Originally conceived by Del Close in the 1960’s with the Compass Players in San Francisco and later developed at the Improv Olympic in Chicago with Charna Halpern, the Harold is widely considered the cornerstone of modern improv comedy."
26135,ENG 170,TECHNICAL THEATER,Fall 2019,4.0,Open,MW,900,1015,TODD,202F,NULL,RICE G,NULL,"The creation of a contemporary theatrical production uses skills and talents across a wide range of disciplines: from carpentry to rigging, from painting to computer drafting, from electrical to audiovisual engineering for the stage. This introductory course will explore the theories, methods, and safe practice of set construction (including using power tools), rigging, stage lighting, drafting, sound, and scene painting.  Students will work on actual productions staged by the Theatre Program during required labs that will be scheduled with the instructor."
26141,ENG 172,INTRO TO STAGE LIGHTING & SOUND,Fall 2019,4.0,Open,TR,1105,1220,TODD,202F,NULL,RICE G,NULL,"Lighting and sound provide theatre productions with critical, complex and nuanced effects that tell stories as eloquently as words.  This course exposes students to the mechanics and aesthetics of lighting and sound design for the theatre.  Students gain a thorough understanding of lighting and sound equipment, procedures, safety, and how these fascinating elements contribute to creating and enriching the theatrical event. Students work actively with these technologies on productions, getting valuable practical experience. There is a required lab component that will be scheduled with the instructor."
